datetime,tide_m,pair,month,day
2023-08-31 23:25:00,1.9,4,8,31
2023-09-01 04:16:00,0.95,1,9,1
2023-09-01 10:21:00,2.8,2,9,1
2023-09-01 17:34:00,0.34,3,9,1
2023-09-01 23:52:00,2.0,4,9,1
2023-09-02 05:07:00,0.82,1,9,2
2023-09-02 11:13:00,2.66,2,9,2
2023-09-02 18:05:00,0.5,3,9,2
2023-09-03 00:18:00,2.11,1,9,3
2023-09-03 05:59:00,0.76,2,9,3
2023-09-03 12:04:00,2.43,3,9,3
2023-09-03 18:30:00,0.7,4,9,3
2023-09-04 00:40:00,2.2,1,9,4
2023-09-04 06:54:00,0.75,2,9,4
2023-09-04 12:55:00,2.15,3,9,4
2023-09-04 18:51:00,0.91,4,9,4
2023-09-05 01:04:00,2.27,1,9,5
2023-09-05 07:54:00,0.79,2,9,5
2023-09-05 13:54:00,1.84,3,9,5
2023-09-05 19:10:00,1.11,4,9,5
2023-09-06 01:33:00,2.29,1,9,6
2023-09-06 09:02:00,0.84,2,9,6
2023-09-06 15:10:00,1.57,3,9,6
2023-09-06 19:26:00,1.29,4,9,6
2023-09-07 02:11:00,2.28,1,9,7
2023-09-07 10:21:00,0.85,2,9,7
2023-09-08 03:07:00,2.23,1,9,8
2023-09-08 12:04:00,0.8,2,9,8
2023-09-09 04:41:00,2.2,1,9,9
2023-09-09 13:30:00,0.69,2,9,9
2023-09-10 06:10:00,2.23,1,9,10
2023-09-10 14:23:00,0.59,2,9,10
2023-09-11 07:10:00,2.28,1,9,11
2023-09-11 15:02:00,0.53,2,9,11
2023-09-11 22:06:00,1.71,3,9,11
2023-09-12 01:50:00,1.52,1,9,12
2023-09-12 07:58:00,2.35,2,9,12
2023-09-12 15:35:00,0.51,3,9,12
2023-09-12 22:10:00,1.75,4,9,12
2023-09-13 02:34:00,1.37,1,9,13
2023-09-13 08:40:00,2.4,2,9,13
2023-09-13 16:05:00,0.52,3,9,13
2023-09-13 22:18:00,1.81,4,9,13
2023-09-14 03:12:00,1.23,1,9,14
2023-09-14 09:18:00,2.42,2,9,14
2023-09-14 16:31:00,0.57,3,9,14
2023-09-14 22:30:00,1.89,4,9,14
2023-09-15 03:48:00,1.1,1,9,15
2023-09-15 09:56:00,2.41,2,9,15
2023-09-15 16:54:00,0.64,3,9,15
2023-09-15 22:45:00,1.98,4,9,15
2023-09-16 04:24:00,0.99,1,9,16
2023-09-16 10:32:00,2.36,2,9,16
2023-09-16 17:14:00,0.73,3,9,16
2023-09-16 23:01:00,2.09,4,9,16
2023-09-17 05:01:00,0.91,1,9,17
2023-09-17 11:08:00,2.28,2,9,17
2023-09-17 17:32:00,0.83,3,9,17
2023-09-17 23:20:00,2.19,4,9,17
2023-09-18 05:40:00,0.85,1,9,18
2023-09-18 11:46:00,2.15,2,9,18
2023-09-18 17:51:00,0.94,3,9,18
2023-09-18 23:42:00,2.28,4,9,18
2023-09-19 06:21:00,0.82,1,9,19
2023-09-19 12:27:00,1.99,2,9,19
2023-09-19 18:12:00,1.07,3,9,19
2023-09-20 00:07:00,2.36,1,9,20
2023-09-20 07:07:00,0.82,2,9,20
2023-09-20 13:18:00,1.8,3,9,20
2023-09-20 18:33:00,1.21,4,9,20
2023-09-21 00:36:00,2.4,1,9,21
2023-09-21 08:04:00,0.82,2,9,21
2023-09-21 14:40:00,1.61,3,9,21
2023-09-21 18:49:00,1.36,4,9,21
2023-09-22 01:10:00,2.42,1,9,22
2023-09-22 09:16:00,0.82,2,9,22
2023-09-23 01:56:00,2.41,1,9,23
2023-09-23 10:40:00,0.78,2,9,23
2023-09-24 03:13:00,2.39,1,9,24
2023-09-24 12:18:00,0.68,2,9,24
2023-09-25 05:00:00,2.42,1,9,25
2023-09-25 13:33:00,0.54,2,9,25
2023-09-25 21:15:00,1.82,3,9,25
2023-09-26 00:24:00,1.68,1,9,26
2023-09-26 06:24:00,2.52,2,9,26
2023-09-26 14:25:00,0.45,3,9,26
2023-09-26 21:30:00,1.89,4,9,26
2023-09-27 01:35:00,1.46,1,9,27
2023-09-27 07:31:00,2.63,2,9,27
2023-09-27 15:07:00,0.41,3,9,27
2023-09-27 21:51:00,1.97,4,9,27
2023-09-28 02:32:00,1.2,1,9,28
2023-09-28 08:29:00,2.69,2,9,28
2023-09-28 15:44:00,0.45,3,9,28
2023-09-28 22:11:00,2.08,4,9,28
2023-09-29 03:23:00,0.96,1,9,29
2023-09-29 09:24:00,2.67,2,9,29
2023-09-29 16:17:00,0.55,3,9,29
2023-09-29 22:29:00,2.21,4,9,29
2023-09-30 04:13:00,0.76,1,9,30
2023-09-30 10:17:00,2.57,2,9,30
2023-09-30 16:46:00,0.69,3,9,30
2023-09-30 22:47:00,2.35,4,9,30
2023-10-01 05:03:00,0.63,1,10,1
2023-10-01 11:11:00,2.39,2,10,1
2023-10-01 17:10:00,0.87,3,10,1
2023-10-01 23:09:00,2.48,4,10,1
2023-10-02 05:53:00,0.58,1,10,2
2023-10-02 12:05:00,2.17,2,10,2
2023-10-02 17:32:00,1.04,3,10,2
2023-10-02 23:34:00,2.55,4,10,2
2023-10-03 06:46:00,0.6,1,10,3
2023-10-03 13:01:00,1.94,2,10,3
2023-10-03 17:53:00,1.21,3,10,3
2023-10-04 00:02:00,2.57,1,10,4
2023-10-04 07:42:00,0.66,2,10,4
2023-10-04 14:03:00,1.72,3,10,4
2023-10-04 18:11:00,1.37,4,10,4
2023-10-05 00:31:00,2.52,1,10,5
2023-10-05 08:44:00,0.73,2,10,5
2023-10-05 15:22:00,1.55,3,10,5
2023-10-05 18:01:00,1.49,4,10,5
2023-10-06 01:04:00,2.43,1,10,6
2023-10-06 09:55:00,0.79,2,10,6
2023-10-07 01:50:00,2.3,1,10,7
2023-10-07 11:23:00,0.8,2,10,7
2023-10-08 03:26:00,2.18,1,10,8
2023-10-08 12:42:00,0.76,2,10,8
2023-10-09 05:35:00,2.14,1,10,9
2023-10-09 13:35:00,0.72,2,10,9
2023-10-09 21:25:00,1.85,3,10,9
2023-10-10 01:04:00,1.71,1,10,10
2023-10-10 06:47:00,2.17,2,10,10
2023-10-10 14:14:00,0.7,3,10,10
2023-10-10 21:19:00,1.88,4,10,10
2023-10-11 01:53:00,1.52,1,10,11
2023-10-11 07:39:00,2.21,2,10,11
2023-10-11 14:46:00,0.71,3,10,11
2023-10-11 21:17:00,1.94,4,10,11
2023-10-12 02:31:00,1.33,1,10,12
2023-10-12 08:24:00,2.24,2,10,12
2023-10-12 15:14:00,0.76,3,10,12
2023-10-12 21:24:00,2.04,4,10,12
2023-10-13 03:07:00,1.15,1,10,13
2023-10-13 09:06:00,2.24,2,10,13
2023-10-13 15:38:00,0.82,3,10,13
2023-10-13 21:36:00,2.16,4,10,13
2023-10-14 03:41:00,0.98,1,10,14
2023-10-14 09:47:00,2.22,2,10,14
2023-10-14 15:58:00,0.9,3,10,14
2023-10-14 21:51:00,2.28,4,10,14
2023-10-15 04:16:00,0.84,1,10,15
2023-10-15 10:29:00,2.17,2,10,15
2023-10-15 16:18:00,0.99,3,10,15
2023-10-15 22:09:00,2.41,4,10,15
2023-10-16 04:53:00,0.73,1,10,16
2023-10-16 11:12:00,2.08,2,10,16
2023-10-16 16:39:00,1.08,3,10,16
2023-10-16 22:31:00,2.53,4,10,16
2023-10-17 05:31:00,0.66,1,10,17
2023-10-17 11:59:00,1.97,2,10,17
2023-10-17 17:02:00,1.19,3,10,17
2023-10-17 22:56:00,2.62,4,10,17
2023-10-18 06:13:00,0.62,1,10,18
2023-10-18 12:52:00,1.84,2,10,18
2023-10-18 17:25:00,1.31,3,10,18
2023-10-18 23:23:00,2.67,4,10,18
2023-10-19 07:02:00,0.62,1,10,19
2023-10-19 13:56:00,1.71,2,10,19
2023-10-19 17:45:00,1.43,3,10,19
2023-10-19 23:54:00,2.67,4,10,19
2023-10-20 08:01:00,0.65,1,10,20
2023-10-20 15:19:00,1.61,2,10,20
2023-10-20 17:49:00,1.55,3,10,20
2023-10-21 00:32:00,2.62,1,10,21
2023-10-21 09:11:00,0.67,2,10,21
2023-10-22 01:25:00,2.53,1,10,22
2023-10-22 10:27:00,0.67,2,10,22
2023-10-23 02:49:00,2.41,1,10,23
2023-10-23 11:46:00,0.64,2,10,23
2023-10-23 20:20:00,1.88,3,10,23
2023-10-23 22:58:00,1.82,4,10,23
2023-10-24 04:51:00,2.37,1,10,24
2023-10-24 12:53:00,0.61,2,10,24
2023-10-24 20:29:00,1.96,3,10,24
2023-10-25 00:31:00,1.6,1,10,25
2023-10-25 06:17:00,2.39,2,10,25
2023-10-25 13:42:00,0.61,3,10,25
2023-10-25 20:46:00,2.05,4,10,25
2023-10-26 01:35:00,1.31,1,10,26
2023-10-26 07:25:00,2.41,2,10,26
2023-10-26 14:22:00,0.66,3,10,26
2023-10-26 21:02:00,2.17,4,10,26
2023-10-27 02:29:00,1.02,1,10,27
2023-10-27 08:25:00,2.39,2,10,27
2023-10-27 14:56:00,0.76,3,10,27
2023-10-27 21:15:00,2.33,4,10,27
2023-10-28 03:21:00,0.77,1,10,28
2023-10-28 09:23:00,2.31,2,10,28
2023-10-28 15:27:00,0.89,3,10,28
2023-10-28 21:32:00,2.49,4,10,28
2023-10-29 04:11:00,0.58,1,10,29
2023-10-29 10:22:00,2.19,2,10,29
2023-10-29 15:54:00,1.03,3,10,29
2023-10-29 21:55:00,2.64,4,10,29
2023-10-30 05:00:00,0.47,1,10,30
2023-10-30 11:21:00,2.04,2,10,30
2023-10-30 16:19:00,1.17,3,10,30
2023-10-30 22:21:00,2.72,4,10,30
2023-10-31 05:50:00,0.44,1,10,31
2023-10-31 12:16:00,1.89,2,10,31
2023-10-31 16:43:00,1.3,3,10,31
2023-10-31 22:49:00,2.75,4,10,31
2023-11-01 06:40:00,0.47,1,11,1
2023-11-01 13:10:00,1.75,2,11,1
2023-11-01 17:04:00,1.42,3,11,1
2023-11-01 23:18:00,2.7,4,11,1
2023-11-02 07:32:00,0.54,1,11,2
2023-11-02 14:08:00,1.64,2,11,2
2023-11-02 17:13:00,1.51,3,11,2
2023-11-02 23:48:00,2.61,4,11,2
2023-11-03 08:26:00,0.62,1,11,3
2023-11-04 00:19:00,2.47,1,11,4
2023-11-04 09:25:00,0.7,2,11,4
2023-11-05 00:56:00,2.31,1,11,5
2023-11-05 10:30:00,0.76,2,11,5
2023-11-06 02:00:00,2.14,1,11,6
2023-11-06 11:36:00,0.79,2,11,6
2023-11-07 04:14:00,2.02,1,11,7
2023-11-07 12:30:00,0.82,2,11,7
2023-11-07 20:30:00,1.89,3,11,7
2023-11-08 00:47:00,1.68,1,11,8
2023-11-08 05:59:00,1.97,2,11,8
2023-11-08 13:12:00,0.85,3,11,8
2023-11-08 20:14:00,1.95,4,11,8
2023-11-09 01:37:00,1.47,1,11,9
2023-11-09 07:08:00,1.96,2,11,9
2023-11-09 13:46:00,0.89,3,11,9
2023-11-09 20:18:00,2.06,4,11,9
2023-11-10 02:17:00,1.25,1,11,10
2023-11-10 08:03:00,1.95,2,11,10
2023-11-10 14:13:00,0.95,3,11,10
2023-11-10 20:29:00,2.19,4,11,10
2023-11-11 02:54:00,1.03,1,11,11
2023-11-11 08:53:00,1.94,2,11,11
2023-11-11 14:37:00,1.03,3,11,11
2023-11-11 20:42:00,2.34,4,11,11
2023-11-12 03:31:00,0.84,1,11,12
2023-11-12 09:44:00,1.92,2,11,12
2023-11-12 15:00:00,1.1,3,11,12
2023-11-12 21:00:00,2.5,4,11,12
2023-11-13 04:08:00,0.67,1,11,13
2023-11-13 10:34:00,1.89,2,11,13
2023-11-13 15:25:00,1.18,3,11,13
2023-11-13 21:23:00,2.65,4,11,13
2023-11-14 04:47:00,0.54,1,11,14
2023-11-14 11:25:00,1.84,2,11,14
2023-11-14 15:52:00,1.26,3,11,14
2023-11-14 21:51:00,2.76,4,11,14
2023-11-15 05:29:00,0.46,1,11,15
2023-11-15 12:18:00,1.77,2,11,15
2023-11-15 16:19:00,1.35,3,11,15
2023-11-15 22:21:00,2.83,4,11,15
2023-11-16 06:15:00,0.42,1,11,16
2023-11-16 13:13:00,1.7,2,11,16
2023-11-16 16:45:00,1.43,3,11,16
2023-11-16 22:55:00,2.84,4,11,16
2023-11-17 07:07:00,0.43,1,11,17
2023-11-17 14:14:00,1.64,2,11,17
2023-11-17 17:10:00,1.52,3,11,17
2023-11-17 23:35:00,2.79,4,11,17
2023-11-18 08:04:00,0.46,1,11,18
2023-11-19 00:22:00,2.68,1,11,19
2023-11-19 09:04:00,0.51,2,11,19
2023-11-20 01:20:00,2.52,1,11,20
2023-11-20 10:05:00,0.57,2,11,20
2023-11-21 02:43:00,2.34,1,11,21
2023-11-21 11:06:00,0.63,2,11,21
2023-11-21 19:13:00,1.89,3,11,21
2023-11-21 22:59:00,1.64,4,11,21
2023-11-22 04:37:00,2.21,1,11,22
2023-11-22 12:03:00,0.7,2,11,22
2023-11-22 19:35:00,2.0,3,11,22
2023-11-23 00:22:00,1.4,1,11,23
2023-11-23 06:05:00,2.11,2,11,23
2023-11-23 12:51:00,0.8,3,11,23
2023-11-23 19:54:00,2.14,4,11,23
2023-11-24 01:29:00,1.11,1,11,24
2023-11-24 07:20:00,2.02,2,11,24
2023-11-24 13:31:00,0.91,3,11,24
2023-11-24 20:09:00,2.3,4,11,24
2023-11-25 02:27:00,0.84,1,11,25
2023-11-25 08:30:00,1.93,2,11,25
2023-11-25 14:05:00,1.03,3,11,25
2023-11-25 20:26:00,2.47,4,11,25
2023-11-26 03:21:00,0.6,1,11,26
2023-11-26 09:40:00,1.85,2,11,26
2023-11-26 14:36:00,1.15,3,11,26
2023-11-26 20:49:00,2.62,4,11,26
2023-11-27 04:12:00,0.44,1,11,27
2023-11-27 10:43:00,1.78,2,11,27
2023-11-27 15:05:00,1.25,3,11,27
2023-11-27 21:16:00,2.73,4,11,27
2023-11-28 05:02:00,0.34,1,11,28
2023-11-28 11:36:00,1.71,2,11,28
2023-11-28 15:33:00,1.34,3,11,28
2023-11-28 21:47:00,2.77,4,11,28
2023-11-29 05:49:00,0.32,1,11,29
2023-11-29 12:23:00,1.66,2,11,29
2023-11-29 15:58:00,1.4,3,11,29
2023-11-29 22:18:00,2.75,4,11,29
2023-11-30 06:35:00,0.35,1,11,30
2023-11-30 13:09:00,1.6,2,11,30
2023-11-30 16:20:00,1.45,3,11,30
2023-11-30 22:51:00,2.68,4,11,30
2023-12-01 07:20:00,0.42,1,12,1
2023-12-01 13:58:00,1.56,2,12,1
2023-12-01 16:20:00,1.49,3,12,1
2023-12-01 23:23:00,2.57,4,12,1
2023-12-02 08:05:00,0.5,1,12,2
2023-12-02 23:57:00,2.44,2,12,2
2023-12-03 08:50:00,0.59,1,12,3
2023-12-04 00:33:00,2.28,1,12,4
2023-12-04 09:35:00,0.68,2,12,4
2023-12-05 01:16:00,2.1,1,12,5
2023-12-05 10:22:00,0.77,2,12,5
2023-12-06 02:20:00,1.91,1,12,6
2023-12-06 11:09:00,0.85,2,12,6
2023-12-06 18:53:00,1.81,3,12,6
2023-12-06 23:49:00,1.59,4,12,6
2023-12-07 04:21:00,1.75,1,12,7
2023-12-07 11:51:00,0.93,2,12,7
2023-12-07 19:03:00,1.92,3,12,7
2023-12-08 01:09:00,1.38,1,12,8
2023-12-08 06:14:00,1.65,2,12,8
2023-12-08 12:28:00,1.01,3,12,8
2023-12-08 19:16:00,2.06,4,12,8
2023-12-09 01:58:00,1.14,1,12,9
2023-12-09 07:44:00,1.61,2,12,9
2023-12-09 13:00:00,1.09,3,12,9
2023-12-09 19:29:00,2.23,4,12,9
2023-12-10 02:40:00,0.9,1,12,10
2023-12-10 08:50:00,1.61,2,12,10
2023-12-10 13:32:00,1.16,3,12,10
2023-12-10 19:48:00,2.41,4,12,10
2023-12-11 03:21:00,0.68,1,12,11
2023-12-11 09:50:00,1.62,2,12,11
2023-12-11 14:04:00,1.22,3,12,11
2023-12-11 20:15:00,2.59,4,12,11
2023-12-12 04:03:00,0.49,1,12,12
2023-12-12 10:46:00,1.62,2,12,12
2023-12-12 14:37:00,1.28,3,12,12
2023-12-12 20:48:00,2.74,4,12,12
2023-12-13 04:46:00,0.35,1,12,13
2023-12-13 11:36:00,1.62,2,12,13
2023-12-13 15:12:00,1.32,3,12,13
2023-12-13 21:24:00,2.84,4,12,13
2023-12-14 05:32:00,0.26,1,12,14
2023-12-14 12:24:00,1.6,2,12,14
2023-12-14 15:48:00,1.36,3,12,14
2023-12-14 22:04:00,2.89,4,12,14
2023-12-15 06:20:00,0.22,1,12,15
2023-12-15 13:13:00,1.58,2,12,15
2023-12-15 16:28:00,1.39,3,12,15
2023-12-15 22:48:00,2.87,4,12,15
2023-12-16 07:08:00,0.24,1,12,16
2023-12-16 14:04:00,1.57,2,12,16
2023-12-16 17:15:00,1.43,3,12,16
2023-12-16 23:35:00,2.79,4,12,16
2023-12-17 07:55:00,0.29,1,12,17
2023-12-17 15:00:00,1.58,2,12,17
2023-12-17 18:10:00,1.46,3,12,17
2023-12-18 00:26:00,2.63,1,12,18
2023-12-18 08:43:00,0.39,2,12,18
2023-12-18 16:06:00,1.63,3,12,18
2023-12-18 19:19:00,1.5,4,12,18
2023-12-19 01:22:00,2.43,1,12,19
2023-12-19 09:31:00,0.51,2,12,19
2023-12-19 17:11:00,1.72,3,12,19
2023-12-19 21:02:00,1.49,4,12,19
2023-12-20 02:34:00,2.18,1,12,20
2023-12-20 10:20:00,0.66,2,12,20
2023-12-20 17:56:00,1.85,3,12,20
2023-12-20 22:42:00,1.37,4,12,20
2023-12-21 04:13:00,1.93,1,12,21
2023-12-21 11:07:00,0.82,2,12,21
2023-12-21 18:29:00,1.99,3,12,21
2023-12-22 00:08:00,1.17,1,12,22
2023-12-22 05:52:00,1.71,2,12,22
2023-12-22 11:53:00,0.98,3,12,22
2023-12-22 18:57:00,2.15,4,12,22
2023-12-23 01:26:00,0.92,1,12,23
2023-12-23 07:32:00,1.58,2,12,23
2023-12-23 12:35:00,1.12,3,12,23
2023-12-23 19:22:00,2.31,4,12,23
2023-12-24 02:32:00,0.67,1,12,24
2023-12-24 09:11:00,1.52,2,12,24
2023-12-24 13:13:00,1.23,3,12,24
2023-12-24 19:48:00,2.46,4,12,24
2023-12-25 03:28:00,0.46,1,12,25
2023-12-25 10:16:00,1.51,2,12,25
2023-12-25 13:49:00,1.31,3,12,25
2023-12-25 20:19:00,2.57,4,12,25
2023-12-26 04:17:00,0.32,1,12,26
2023-12-26 11:03:00,1.51,2,12,26
2023-12-26 14:23:00,1.34,3,12,26
2023-12-26 20:52:00,2.64,4,12,26
2023-12-27 05:03:00,0.25,1,12,27
2023-12-27 11:42:00,1.51,2,12,27
2023-12-27 14:57:00,1.35,3,12,27
2023-12-27 21:28:00,2.66,4,12,27
2023-12-28 05:45:00,0.24,1,12,28
2023-12-28 12:17:00,1.5,2,12,28
2023-12-28 15:31:00,1.35,3,12,28
2023-12-28 22:04:00,2.63,4,12,28
2023-12-29 06:24:00,0.27,1,12,29
2023-12-29 12:51:00,1.49,2,12,29
2023-12-29 16:06:00,1.35,3,12,29
2023-12-29 22:40:00,2.58,4,12,29
2023-12-30 07:01:00,0.33,1,12,30
2023-12-30 13:26:00,1.49,2,12,30
2023-12-30 16:42:00,1.35,3,12,30
2023-12-30 23:14:00,2.49,4,12,30
2023-12-31 07:35:00,0.41,1,12,31
2023-12-31 14:02:00,1.49,2,12,31
2023-12-31 17:21:00,1.36,3,12,31
2023-12-31 23:47:00,2.37,4,12,31
